DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.527629901
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.338456494
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.29666519
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.451786436
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.632457292
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.507855872
10.1039/D1QM00551K,Peoples R China,Univ Sci & Technol China,MATERIALS CHEMISTRY FRONTIERS,8.683,7/12/2021,5,557,0.008976661,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,1.089198367
10.1002/admi.202001145,Peoples R China,Wuhan Univ Technol,ADVANCED MATERIALS INTERFACES,6.389,11/30/2020,9,781,0.011523688,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.666517981
10.1039/D2TA00966H,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/6/2022,2,289,0.006920415,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.803457116
10.1021/acsami.2c01617,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/13/2022,0,191,0,MDP_1_Lu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.450249108
10.1016/j.nanoen.2017.07.054,Germany,Tech Univ Dresden,NANO ENERGY,19.069,10/1/2017,102,1937,0.052658751,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_OVER100,STT_10_25,0.73239376
10.1039/D1QM00845E,Peoples R China,Tongji Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,10/27/2021,0,450,0,MDP_1_Ti,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_OVER100,STT_10_25,-0.096910013
10.1039/D1QM00845E,Peoples R China,Tongji Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,10/27/2021,0,450,0,MDP_1_Ti,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_50_100,STT_10_25,-0.15490196
10.1002/anie.201900796,Peoples R China,Jilin Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/24/2019,121,1276,0.094827586,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.907411361
10.1016/j.nanoen.2017.07.054,Germany,Tech Univ Dresden,NANO ENERGY,19.069,10/1/2017,102,1937,0.052658751,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0.662757832
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0.2_0.5,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0.531478917
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0.2_0.5,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0
10.1007/s12274-022-4081-4,Peoples R China,Soochow Univ,NANO RESEARCH,10.269,2/11/2022,1,343,0.002915452,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_10_20,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.51851394
10.1038/s41467-018-08144-3,Peoples R China,Chinese Acad Sci,NATURE COMMUNICATIONS,17.694,1/25/2019,265,1456,0.182005495,MDP_1_Cr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.806179974
10.1093/nsr/nwaa058,Peoples R China,Soochow Univ,NATIONAL SCIENCE REVIEW,23.178,10/9/2020,30,833,0.036014406,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.707570176
10.1002/anie.202202519,Peoples R China,Harbin Inst Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,3/31/2022,8,295,0.027118644,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.45484486
10.31635/ccschem.020.202000325,Saudi Arabia,King Abdullah Univ Sci & Technol KAUST,CCS CHEMISTRY,0,9/1/2022,17,141,0.120567376,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,1.525044807
10.1021/acsaem.1c03358,Peoples R China,Dalian Univ Technol,ACS APPLIED ENERGY MATERIALS,6.959,1/31/2022,4,354,0.011299435,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0.653212514
10.1021/acsenergylett.0c01384,Peoples R China,Wuhan Univ Technol,ACS ENERGY LETTERS,23.991,10/6/2020,66,836,0.078947368,MDP_1_B,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.579783597
10.1016/j.cej.2021.129604,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/5/2021,10,564,0.017730496,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.84509804
10.1039/D1EE03610F,Peoples R China,Zhejiang Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,5/14/2022,10,251,0.039840637,MDP_1_Mn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.681241237
10.1039/D1QM00845E,Peoples R China,Tongji Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,10/27/2021,0,450,0,MDP_1_Ti,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_40_51,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_True,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,-0.920818754
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,MDP_1_Cu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.672097858
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,MDP_1_S,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_200_250,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.309630167
10.1002/adfm.202101405,Peoples R China,Beijing Univ Chem Technol,ADVANCED FUNCTIONAL MATERIALS,19.924,6/8/2021,24,591,0.040609137,MDP_1_S,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.390935107
10.1016/j.jechem.2020.02.002,Peoples R China,Jilin Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,6/30/2020,27,934,0.028907923,MDP_1_Ba,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_1000_1200,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,-0.193820026
10.1016/j.jechem.2020.02.002,Peoples R China,Jilin Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,6/30/2020,27,934,0.028907923,MDP_1_Ba,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_1000_1200,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.481442629
10.1016/j.jechem.2020.02.002,Peoples R China,Jilin Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,6/30/2020,27,934,0.028907923,MDP_1_Ba,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,-0.107905397
10.1039/C8CC02008F,Peoples R China,East China Univ Sci & Technol,CHEMICAL COMMUNICATIONS,6.065,7/6/2018,52,1659,0.031344183,MDP_1_Mn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,1
10.1039/C8CC02008F,Peoples R China,East China Univ Sci & Technol,CHEMICAL COMMUNICATIONS,6.065,7/6/2018,52,1659,0.031344183,MDP_1_Mn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,1.033423755
